protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
144	Q9Y6Y8	SEC23-interacting protein OS=Homo sapiens GN=SEC23IP PE=1 SV=1	SEC23IP	124298.0	4.86089	0.0	30	30	1	1	0	1	1	126	189842.0	34517.6	46988.9	15600.0	287654.0	355629.0	276247.0	346196.0	225936.0	299417.0	1.0	0.181823	0.247516	0.0821735	1.51523	1.87329	1.45515	1.8236	1.19013	1.57719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145	Q86V48	Leucine zipper protein 1 OS=Homo sapiens GN=LUZP1 PE=1 SV=2	LUZP1	142660.0	4.80915	0.0	34	34	1	1	0	1	1	126	133260.0	34324.2	56341.4	66925.6	120869.0	82392.3	112533.0	157368.0	117151.0	134833.0	1.0	0.257573	0.422793	0.502218	0.907013	0.618282	0.844459	1.18091	0.87912	1.01181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
146	M0R117|M0R1A7|M0R3D6|Q02543	60S ribosomal protein L18a OS=Homo sapiens GN=RPL18A PE=1 SV=1|60S ribosomal protein L18a OS=Homo sapiens GN=RPL18A PE=1 SV=1|60S ribosomal protein L18a (Fragment) OS=Homo sapiens GN=RPL18A PE=1 SV=1|60S ribosomal protein L18a OS=Homo sapiens GN=RPL18A PE=1 SV=2	RPL18A	21504.8|20903.6|20141.2|24873.8	5.63903	0.00502513	19	19	1	1	0	1	1	126	341057.0	99306.7	132188.0	115173.0	340158.0	298647.0	438986.0	366471.0	354969.0	388033.0	1.0	0.291173	0.387583	0.337694	0.997364	0.875652	1.28713	1.07451	1.04079	1.13774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
147	Q6P2E9	Enhancer of mRNA-decapping protein 4 OS=Homo sapiens GN=EDC4 PE=1 SV=1	EDC4	163941.0	4.90903	0.0	41	95	4	3	1	3	2	126	778272.0	151704.0	175557.0	187374.0	1.2727e+06	1.11524e+06	1.32498e+06	1.15296e+06	929193.0	809962.0	1.0	0.194924	0.225573	0.240757	1.63529	1.43297	1.70247	1.48144	1.19392	1.04072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
148	P33176	Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1	KIF5B	132304.0	4.24988	0.0	34	34	1	1	0	1	1	126	52529.0	20160.7	24287.6	13799.7	68936.5	52485.9	85429.6	93339.6	40081.9	66707.9	1.0	0.383802	0.462365	0.262707	1.31235	0.999179	1.62633	1.77691	0.763044	1.26992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
149	B0AZS6|B7Z2E6|E7EX29|H0YB80|P27348|P31946|P63104	14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1|14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1|14-3-3 protein zeta/delta (Fragment) OS=Homo sapiens GN=YWHAZ PE=1 SV=1|14-3-3 protein zeta/delta (Fragment) OS=Homo sapiens GN=YWHAZ PE=1 SV=1|14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1|14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB PE=1 SV=3|14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1	YWHAZ|YWHAQ|YWHAB	22039.5|16039.2|32831.4|16918.8|32330.0|32877.3|32540.2	4.3763	0.00502513	19	19	1	1	0	1	1	126	825093.0	633632.0	646267.0	670945.0	569706.0	414402.0	818142.0	589658.0	683284.0	889179.0	1.0	0.767952	0.783266	0.813175	0.690475	0.502248	0.991575	0.714656	0.82813	1.07767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
150	Q14676	Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens GN=MDC1 PE=1 SV=3	MDC1	250362.0	5.14743	0.0	55	171	8	4	2	6	4	126	3.54475e+06	359976.0	477453.0	309638.0	4.47476e+06	4.29553e+06	4.64955e+06	4.96856e+06	4.20221e+06	3.85419e+06	1.0	0.102026	0.135002	0.0869482	1.26196	1.2118	1.31167	1.40167	1.18547	1.08772	0.0	0.270944	0.443749	0.33014	0.279527	0.262752	0.177549	0.290586	0.279183	0.093454
151	Q96RQ3	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens GN=MCCC1 PE=1 SV=3	MCCC1	91421.8	7.14093	0.0	129	1482	57	25	2	55	25	126	4.85374e+07	3.35189e+07	4.80203e+07	4.87799e+07	4.11586e+07	4.39972e+07	5.52643e+07	5.32199e+07	4.74066e+07	5.96293e+07	1.0	0.695692	0.993204	1.01563	0.852443	0.914605	1.13665	1.10224	0.984042	1.22079	0.0	0.272539	0.403045	0.503005	0.418905	0.456511	0.641337	0.615071	0.505353	0.789713
152	F5GXD8|F5H783|P31948	Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1|Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1|Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1	STIP1	19065.2|32473.6|77265.8	4.63354	0.0	42	42	1	1	0	1	1	126	261906.0	28420.6	46897.6	24667.2	215001.0	195601.0	328434.0	246484.0	248937.0	315796.0	1.0	0.108515	0.179063	0.0941835	0.820909	0.746838	1.25402	0.941116	0.950482	1.20576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
153	C9J6P4|Q7Z2W4	Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens GN=ZC3HAV1 PE=1 SV=1|Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens GN=ZC3HAV1 PE=1 SV=3	ZC3HAV1	128909.0|114429.0	5.62698	0.0	100	241	4	3	1	3	2	126	1.82821e+06	105996.0	231877.0	176390.0	1.75713e+06	1.723e+06	1.81534e+06	2.65869e+06	2.0851e+06	2.0331e+06	1.0	0.0579778	0.126833	0.0964822	0.961122	0.942452	0.992957	1.45426	1.14051	1.11207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
154	Q9NZI8	Insulin-like growth factor 2 mRNA-binding protein 1 OS=Homo sapiens GN=IGF2BP1 PE=1 SV=2	IGF2BP1	74441.0	5.67529	0.0	35	35	1	1	0	1	1	126	617534.0	53254.1	92873.5	68352.6	969073.0	881098.0	923711.0	842438.0	767822.0	764592.0	1.0	0.0862367	0.150394	0.110686	1.56926	1.4268	1.49581	1.3642	1.24337	1.23814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
155	E7EMN6|E7EUI7|G1AUC5|P41236|Q6NXS1	Protein phosphatase inhibitor 2 (Fragment) OS=Homo sapiens GN=PPP1R2 PE=1 SV=1|Protein phosphatase inhibitor 2 OS=Homo sapiens GN=PPP1R2 PE=1 SV=1|Protein phosphatase inhibitor 2-like protein OS=Homo sapiens GN=PPP1R2P3 PE=1 SV=1|Protein phosphatase inhibitor 2 OS=Homo sapiens GN=PPP1R2 PE=1 SV=2|Protein phosphatase inhibitor 2-like protein 3 OS=Homo sapiens GN=PPP1R2P3 PE=1 SV=1	PPP1R2|PPP1R2P3	22899.8|11037.9|27217.0|27125.8|27159.0	4.89547	0.0	28	28	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
156	G3V3A4|G3V4X8|Q13573	SNW domain-containing protein 1 OS=Homo sapiens GN=SNW1 PE=1 SV=1|SNW domain-containing protein 1 OS=Homo sapiens GN=SNW1 PE=1 SV=1|SNW domain-containing protein 1 OS=Homo sapiens GN=SNW1 PE=1 SV=1	SNW1	77496.3|52242.5|73831.3	5.55084	0.0	46	46	1	1	0	1	1	126	117995.0	0.0	12905.7	0.0	140336.0	159106.0	154106.0	128799.0	103205.0	115385.0	1.0	0.0	0.109375	0.0	1.18934	1.34842	1.30603	1.09156	0.874657	0.977878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
157	O00232	26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens GN=PSMD12 PE=1 SV=3	PSMD12	62953.7	4.144	0.00508906	20	20	1	1	0	1	1	126	96948.9	0.0	9750.39	25581.8	50159.9	30678.9	71728.0	98060.2	63533.4	94568.5	1.0	0.0	0.100572	0.263869	0.517385	0.316444	0.739854	1.01146	0.655329	0.975447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
158	Q5T6F2	Ubiquitin-associated protein 2 OS=Homo sapiens GN=UBAP2 PE=1 SV=1	UBAP2	127815.0	5.04315	0.0	97	158	3	3	1	2	2	126	1.09444e+06	221954.0	235315.0	226049.0	1.69232e+06	1.48976e+06	1.68797e+06	1.63178e+06	1.34328e+06	1.33098e+06	1.0	0.202802	0.21501	0.206544	1.54629	1.36121	1.54232	1.49098	1.22737	1.21613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
159	A6NNK5|H7C495|Q12888	Tumor suppressor p53-binding protein 1 OS=Homo sapiens GN=TP53BP1 PE=1 SV=2|Tumor suppressor p53-binding protein 1 (Fragment) OS=Homo sapiens GN=TP53BP1 PE=1 SV=1|Tumor suppressor p53-binding protein 1 OS=Homo sapiens GN=TP53BP1 PE=1 SV=2	TP53BP1	232723.0|17841.9|237734.0	5.19825	0.0	27	27	1	1	0	1	1	126	784094.0	123902.0	118265.0	115759.0	1.04895e+06	755907.0	1.10584e+06	1.04984e+06	869431.0	906842.0	1.0	0.15802	0.15083	0.147633	1.33779	0.964052	1.41034	1.33892	1.10884	1.15655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
160	###REV###H0Y5F2|###REV###H7BXQ2|###REV###Q5SNV9	Reverse sequence, was Uncharacterized protein C1orf167 (Fragment) OS=Homo sapiens GN=C1orf167 PE=1 SV=1|Reverse sequence, was Uncharacterized protein C1orf167 (Fragment) OS=Homo sapiens GN=C1orf167 PE=1 SV=1|Reverse sequence, was Uncharacterized protein C1orf167 OS=Homo sapiens GN=C1orf167 PE=2 SV=2	###C1ORF167###	72310.8|98107.2|173321.0	5.84135	0.00519481	21	21	1	1	0	1	1	126	485511.0	427638.0	354657.0	519865.0	425756.0	331687.0	567996.0	441988.0	338825.0	564143.0	1.0	0.880799	0.730482	1.07076	0.876922	0.68317	1.16989	0.910356	0.697872	1.16196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
161	Q8NCN4	E3 ubiquitin-protein ligase RNF169 OS=Homo sapiens GN=RNF169 PE=1 SV=2	RNF169	88375.6	4.43584	0.0	61	61	1	1	0	1	1	126	127168.0	0.0	18295.3	27920.3	210602.0	155068.0	195006.0	181579.0	148084.0	142841.0	1.0	0.0	0.143867	0.219555	1.6561	1.21939	1.53345	1.42787	1.16447	1.12325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
162	P50991	T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4	CCT4	67054.3	4.83196	0.0	52	142	4	4	3	1	1	126	1.72919e+06	479611.0	630193.0	517502.0	2.20099e+06	2.15539e+06	2.4267e+06	2.38045e+06	1.96543e+06	2.15303e+06	1.0	0.277362	0.364445	0.299275	1.27285	1.24648	1.40338	1.37663	1.13662	1.24511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
163	P50990	T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4	CCT8	69207.4	6.12966	0.0	117	775	18	15	2	16	14	126	1.47125e+07	1.24568e+06	1.60896e+06	1.4119e+06	1.18424e+07	9.7325e+06	1.12972e+07	2.12874e+07	1.7062e+07	1.69537e+07	1.0	0.0834354	0.109515	0.0960888	0.802008	0.661777	0.770027	1.44892	1.16287	1.15138	0.0	0.115607	0.0596782	0.0717795	0.177565	0.169882	0.160633	0.196615	0.200065	0.106153
164	O00308	NEDD4-like E3 ubiquitin-protein ligase WWP2 OS=Homo sapiens GN=WWP2 PE=1 SV=2	WWP2	108704.0	4.3934	0.0	40	40	1	1	0	1	1	126	83566.8	0.0	17717.7	10077.6	126243.0	138313.0	149353.0	136916.0	132656.0	113880.0	1.0	0.0	0.212019	0.120593	1.51068	1.65512	1.78723	1.6384	1.58743	1.36274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
165	A0A087X0K9|G5E9E7	Tight junction protein ZO-1 OS=Homo sapiens GN=TJP1 PE=1 SV=1|Tight junction protein 1 (Zona occludens 1), isoform CRA_e OS=Homo sapiens GN=TJP1 PE=1 SV=1	TJP1	211796.0|213851.0	5.94158	0.0	88	808	22	17	1	21	17	126	1.30194e+07	907229.0	1.71632e+06	1.35072e+06	2.63145e+07	2.27884e+07	2.64883e+07	1.95927e+07	1.63973e+07	1.48917e+07	1.0	0.0700025	0.130671	0.103541	2.01764	1.75115	2.03671	1.50333	1.25753	1.14311	0.0	0.0739658	0.118795	0.114803	0.45694	0.372723	0.405073	0.188697	0.138278	0.131336
166	A0A0G2JIW1|P0DMV8|P0DMV9	Heat shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1|Heat shock 70 kDa protein 1A OS=Homo sapiens GN=HSPA1A PE=1 SV=1|Heat shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1	HSPA1B|HSPA1A	81753.4|81696.4|81696.4	6.20054	0.0	96	868	26	13	12	14	13	126	1.00521e+07	1.42911e+06	1.95193e+06	1.60198e+06	9.49975e+06	8.52562e+06	9.23288e+06	1.64775e+07	1.43007e+07	1.16328e+07	1.0	0.143573	0.195621	0.159864	0.94297	0.846384	0.920137	1.63612	1.41846	1.1542	0.0	0.195306	0.297439	0.239217	0.197962	0.17085	0.128371	0.276348	0.236347	0.174506
167	Q14966	Zinc finger protein 638 OS=Homo sapiens GN=ZNF638 PE=1 SV=2	ZNF638	262883.0	5.30518	0.0026178	22	44	2	2	0	2	2	126	934225.0	71717.1	128953.0	121062.0	1.79577e+06	1.44102e+06	1.72361e+06	1.5172e+06	1.16312e+06	1.12819e+06	1.0	0.0767664	0.138032	0.129585	1.92221	1.54247	1.84496	1.62402	1.24501	1.20762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
168	P28715|R4GMW8	DNA repair protein complementing XP-G cells OS=Homo sapiens GN=ERCC5 PE=1 SV=3|BIVM-ERCC5 readthrough (Fragment) OS=Homo sapiens GN=BIVM-ERCC5 PE=4 SV=1	ERCC5|BIVM	153881.0|178660.0	4.9886	0.0	41	41	1	1	0	1	1	126	492306.0	279665.0	302049.0	349407.0	603685.0	504470.0	610800.0	493203.0	575376.0	485051.0	1.0	0.568072	0.61354	0.709735	1.22624	1.02471	1.24069	1.00182	1.16874	0.985264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
169	Q15056	Eukaryotic translation initiation factor 4H OS=Homo sapiens GN=EIF4H PE=1 SV=5	EIF4H	30118.4	5.25249	0.0	30	30	1	1	0	1	1	126	81228.2	24411.9	6980.97	17797.4	142417.0	138552.0	122526.0	188878.0	114311.0	134350.0	1.0	0.300534	0.0859426	0.219104	1.75329	1.70571	1.50842	2.32527	1.40728	1.65398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
170	Q6IFZ6	SWISS-PROT:Q6IFZ6 Tax_Id=10090 Gene_Symbol=Krt77 Keratin, type II cytoskeletal 1b	Q6IFZ6	67967.3	NA	0.0	85	209	7	1	6	1	1	126	351318.0	166814.0	515938.0	194745.0	1.23944e+06	312754.0	652455.0	651559.0	454450.0	398041.0	1.0	0.474824	1.46858	0.554326	3.52796	0.89023	1.85716	1.85461	1.29356	1.13299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
171	B0YJC4|P08670	Vimentin OS=Homo sapiens GN=VIM PE=1 SV=1|Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4	VIM	54664.7|58889.8	6.05034	0.0	77	472	9	9	0	9	9	126	7.76028e+06	497843.0	899858.0	634150.0	1.2079e+07	8.61971e+06	1.11888e+07	1.24193e+07	9.7863e+06	9.29245e+06	1.0	0.0629972	0.115641	0.0817055	1.5564	1.10619	1.44265	1.59624	1.25468	1.19745	0.0	0.101419	0.0801478	0.077329	0.234586	0.215386	0.226303	0.303441	0.340585	0.152376
172	Q09666	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	AHNAK	818446.0	6.27154	0.0	60	533	88	13	4	12	11	126	1.06306e+07	629112.0	1.11457e+06	626385.0	1.12275e+07	8.60796e+06	1.17102e+07	1.4355e+07	1.18002e+07	1.1868e+07	1.0	0.0588195	0.104313	0.0603724	1.05822	0.81079	1.10237	1.34926	1.11224	1.11632	0.0	0.0822637	0.0826254	0.0775767	0.118598	0.149264	0.118343	0.173428	0.133574	0.141836
173	Q14152	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1	EIF3A	186405.0	4.41148	0.0	29	57	2	2	0	2	2	126	303373.0	58410.6	93980.0	86620.6	286501.0	194222.0	365018.0	304427.0	335127.0	356251.0	1.0	0.192537	0.309784	0.285525	0.944387	0.64021	1.2032	1.00347	1.10467	1.1743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
174	P68104|Q5VTE0	Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1|Putative elongation factor 1-alpha-like 3 OS=Homo sapiens GN=EEF1A1P5 PE=5 SV=1	EEF1A1|EEF1A1P5	61108.9|61382.1	6.53646	0.0	57	312	10	8	0	10	8	126	6.6573e+06	1.53988e+06	2.12702e+06	2.05116e+06	7.32642e+06	6.60282e+06	7.63746e+06	9.0828e+06	7.7596e+06	7.34572e+06	1.0	0.23135	0.320122	0.308698	1.09984	0.99299	1.14826	1.36272	1.16301	1.10268	0.0	0.076102	0.109605	0.0614783	0.0846506	0.109112	0.180319	0.111886	0.156585	0.110942
175	E9PDP5|Q8IWZ3	Ankyrin repeat and KH domain-containing protein 1 (Fragment) OS=Homo sapiens GN=ANKHD1 PE=1 SV=1|Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens GN=ANKHD1 PE=1 SV=1	ANKHD1	187036.0|297936.0	4.92492	0.0	47	81	2	2	0	2	2	126	719789.0	137295.0	161883.0	195009.0	787707.0	931068.0	891546.0	1.10986e+06	895227.0	779059.0	1.0	0.190743	0.224904	0.270925	1.09436	1.29353	1.23862	1.54192	1.24374	1.08234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
176	P11388	DNA topoisomerase 2-alpha OS=Homo sapiens GN=TOP2A PE=1 SV=3	TOP2A	215525.0	5.47731	0.00508906	20	37	2	2	1	1	1	126	211410.0	26287.6	36217.0	68437.6	308277.0	278587.0	300813.0	309021.0	268650.0	263352.0	1.0	0.124344	0.171312	0.323721	1.4582	1.31776	1.42289	1.46172	1.27076	1.2457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
177	SAV_STRAV|Streptavidin|Streptavidin_P22629	|(S.avidinii)|	SAV_STRAV|Streptavidin|Streptavidin_P22629	21114.0|18674.6|21114.0	7.90858	0.0	159	509	375	5	36	330	5	126	6.02016e+07	4.23323e+07	2.92481e+07	4.66517e+07	5.92218e+07	4.69298e+07	6.20377e+07	6.64005e+07	4.28665e+07	5.61723e+07	1.0	0.704201	0.485717	0.77267	0.985428	0.778767	1.03205	1.10276	0.710669	0.933351	0.0	0.276843	0.211357	0.286381	0.313859	0.318285	0.364841	0.440322	0.305581	0.382012
178	Q8N3X1	Formin-binding protein 4 OS=Homo sapiens GN=FNBP4 PE=1 SV=3	FNBP4	124406.0	3.93356	0.0	24	24	1	1	0	1	1	126	39820.6	26502.7	25148.4	17393.7	39048.6	91047.2	39127.1	59274.2	36585.3	33935.2	1.0	0.665552	0.631543	0.436802	0.980613	2.28644	0.982585	1.48853	0.918752	0.852203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179	Q5TF96|Q5TF97|Q5TF98|Q8NI08	Nuclear receptor coactivator 7 (Fragment) OS=Homo sapiens GN=NCOA7 PE=1 SV=1|Nuclear receptor coactivator 7 (Fragment) OS=Homo sapiens GN=NCOA7 PE=1 SV=1|Nuclear receptor coactivator 7 (Fragment) OS=Homo sapiens GN=NCOA7 PE=1 SV=1|Nuclear receptor coactivator 7 OS=Homo sapiens GN=NCOA7 PE=1 SV=2	NCOA7	28080.7|19387.0|14801.5|127637.0	5.11703	0.0	73	73	1	1	0	1	1	126	167917.0	10523.6	20269.8	17839.0	228505.0	190877.0	225419.0	211194.0	209066.0	168121.0	1.0	0.0626714	0.120713	0.106237	1.36082	1.13673	1.34244	1.25773	1.24506	1.00121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
180	Q5THK1	Protein PRR14L OS=Homo sapiens GN=PRR14L PE=1 SV=1	PRR14L	273816.0	4.71011	0.0	62	62	1	1	0	1	1	126	376849.0	78440.0	74941.8	81795.1	631128.0	630645.0	540319.0	624168.0	507867.0	512646.0	1.0	0.208147	0.198864	0.21705	1.67475	1.67347	1.43378	1.65628	1.34767	1.36035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
181	H3BUF6|Q8WWM7	Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=1|Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2	ATXN2L	122957.0|123616.0	6.08237	0.0	72	519	15	12	2	13	11	126	1.36158e+07	1.08834e+06	1.74305e+06	1.1858e+06	1.79068e+07	1.55646e+07	1.76468e+07	1.99094e+07	1.71787e+07	1.61535e+07	1.0	0.0788395	0.12842	0.0862499	1.31484	1.14445	1.29713	1.46205	1.26179	1.18471	0.0	0.0860037	0.0809331	0.110522	0.123812	0.115016	0.10371	0.0759768	0.0920461	0.130918
182	M0R165|M0R2S2|Q9UBC2	Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1|Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1|Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1	EPS15L1	96486.1|57159.5|109322.0	5.51803	0.0	52	52	1	1	0	1	1	126	229679.0	0.0	18354.3	0.0	171556.0	195172.0	204401.0	292645.0	256006.0	205886.0	1.0	0.0	0.0799128	0.0	0.746937	0.849759	0.889942	1.27415	1.11463	0.896406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
183	A0A0A0MTC4|A0A0A0MTC5|A0A0A0MTC6|A0A0A0MTD1|E5RJN7|E7EPX0|E7EVI1|E7EVJ4|E9PH62|F8VPI7|Q9NUL3	Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2 PE=1 SV=1|Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2 PE=1 SV=1|Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2 PE=1 SV=1|Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2 PE=1 SV=1|Double-stranded RNA-binding protein Staufen homolog 2 (Fragment) OS=Homo sapiens GN=STAU2 PE=1 SV=1|Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2 PE=1 SV=1|Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2 PE=1 SV=1|Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2 PE=1 SV=1|Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2 PE=1 SV=1|Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2 PE=1 SV=1|Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2 PE=1 SV=1	STAU2	53334.6|75860.7|66608.3|62747.6|43090.0|64894.7|53290.7|68027.5|71308.2|63474.9|75892.7	5.47081	0.0	74	182	3	3	0	3	3	126	1.46907e+06	182156.0	217542.0	199340.0	2.16414e+06	1.87067e+06	1.97072e+06	2.47784e+06	2.01319e+06	1.74696e+06	1.0	0.123994	0.148082	0.135691	1.47314	1.27337	1.34147	1.68667	1.37038	1.18916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
184	P05165	Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens GN=PCCA PE=1 SV=4	PCCA	90549.6	7.4591	0.0	113	1977	86	38	10	76	36	126	4.14448e+07	3.78858e+07	5.01128e+07	4.37214e+07	4.67284e+07	4.95374e+07	5.16242e+07	5.86812e+07	4.81882e+07	4.87268e+07	1.0	0.912188	1.21121	1.05557	1.12619	1.19498	1.24445	1.41096	1.16057	1.17531	0.0	0.430678	0.434561	0.245166	0.223128	0.285918	0.18842	0.21853	0.219337	0.0770292
185	A0A087WVV2|A0A0A0MRV0|F8W7S5|Q9P2E9	Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1 PE=1 SV=1|Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1 PE=1 SV=1|Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1 PE=1 SV=1|Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1 PE=1 SV=4	RRBP1	124712.0|194072.0|99629.1|194088.0	5.09087	0.0	81	81	1	1	0	1	1	126	35711.5	0.0	10165.3	0.0	41450.9	55366.3	66608.9	86877.2	73515.6	37765.1	1.0	0.0	0.284651	0.0	1.16072	1.55038	1.8652	2.43275	2.0586	1.05751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
186	P35998	26S protease regulatory subunit 7 OS=Homo sapiens GN=PSMC2 PE=1 SV=3	PSMC2	56165.5	5.77593	0.0	95	290	5	5	0	5	5	126	5.37846e+06	382845.0	556046.0	471037.0	7.59874e+06	6.17403e+06	6.61392e+06	8.91672e+06	7.15181e+06	6.69085e+06	1.0	0.0693733	0.103384	0.0875786	1.41281	1.14857	1.22637	1.6616	1.32972	1.24401	0.0	0.208833	0.0709462	0.052495	0.318985	0.391444	0.173865	0.274739	0.279987	0.264887
